PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Group,GroupNo,Deck,Num,Side
1384_04,Earth,False,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,Shard Mayods,1,1384,4,F,269,S
1384_05,Earth,False,TRAPPIST-1e,19.0,False,189.0,510.0,0.0,0.0,0.0,Fany Mayods,1,1384,5,E,105,S
1385_01,Earth,False,TRAPPIST-1e,39.0,False,705.0,3.0,0.0,0.0,0.0,Alvira Foxter,0,1385,1,G,213,P
1386_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Murie Polliamposs,1,1386,1,G,214,P
1387_01,Mars,False,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,Trise Hacle,0,1387,1,E,85,P
1389_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Hatty Lowelliott,1,1389,1,G,212,S
1390_01,Earth,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mathy Meltoney,1,1390,1,G,215,P
1391_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Berios Apie,1,1391,1,F,276,P
1391_02,Mars,False,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,Cines Apie,0,1391,2,F,276,P
1391_03,Mars,False,TRAPPIST-1e,44.0,False,485.0,2.0,210.0,0.0,351.0,Frunch Apie,0,1391,3,F,276,P
1393_01,Mars,False,TRAPPIST-1e,36.0,False,42.0,0.0,212.0,151.0,1853.0,Mes Kake,0,1393,1,F,270,S
1393_02,Mars,False,TRAPPIST-1e,19.0,False,2058.0,0.0,224.0,298.0,19.0,,0,1393,2,F,270,S
1395_01,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Willah Fryes,1,1395,1,G,214,S
1397_01,Earth,False,TRAPPIST-1e,39.0,False,386.0,190.0,0.0,489.0,0.0,Hanne Hodes,0,1397,1,F,271,S
1398_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,508.0,334.0,0.0,46.0,Adria Cookentaney,1,1398,1,G,216,P
1399_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,529.0,560.0,60.0,Hellia Popelase,0,1399,1,F,272,S
1400_01,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Hanne Colleruces,1,1400,1,G,217,P
1401_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,599.0,59.0,152.0,Guyne Burtiz,0,1401,1,G,218,P
1402_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Darlie Blacks,1,1402,1,G,215,S
1402_02,Earth,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Leony Blacks,1,1402,2,G,215,S
1403_01,Earth,False,TRAPPIST-1e,18.0,False,1656.0,0.0,0.0,0.0,0.0,Bobbyn Coopelandez,0,1403,1,E,86,P
1404_01,Europa,False,TRAPPIST-1e,47.0,False,1.0,734.0,28.0,78.0,3471.0,Alaton Mornaned,0,1404,1,B,60,S
1404_02,Europa,False,TRAPPIST-1e,42.0,False,0.0,51.0,0.0,4170.0,13.0,Arkard Mornaned,0,1404,2,F,,S
1406_01,Mars,False,TRAPPIST-1e,17.0,False,36.0,0.0,1013.0,0.0,0.0,Muffs Gres,0,1406,1,E,106,S
1407_01,Earth,False,TRAPPIST-1e,21.0,False,737.0,4.0,27.0,8.0,0.0,Lerome Foxter,0,1407,1,F,278,P
1407_02,Earth,False,PSO J318.5-22,17.0,False,8.0,222.0,3.0,401.0,0.0,Derina Foxter,1,1407,2,F,278,P
1408_01,Earth,False,PSO J318.5-22,26.0,False,4.0,770.0,0.0,0.0,0.0,Prilly Fulloydez,0,1408,1,G,216,S
1410_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,567.0,896.0,0.0,122.0,Evane Lerez,0,1410,1,F,279,P
1412_01,Earth,False,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,832.0,Andona Winsley,0,1412,1,G,217,S
1413_01,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Genee Nichoan,0,1413,1,G,218,S
1414_01,Earth,False,TRAPPIST-1e,65.0,False,259.0,0.0,0.0,0.0,1916.0,Andace Kinson,0,1414,1,F,280,P
1415_01,Europa,False,55 Cancri e,33.0,False,13.0,0.0,2011.0,17.0,32.0,Preo Higast,1,1415,1,D,45,P
1416_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Therie Macdonadows,0,1416,1,G,219,P
1417_01,Europa,False,TRAPPIST-1e,41.0,False,0.0,184.0,0.0,1520.0,3358.0,Alik Spedlinale,0,1417,1,C,54,S
1419_01,Mars,False,TRAPPIST-1e,42.0,False,1381.0,0.0,1243.0,0.0,0.0,Goles Apeau,0,1419,1,F,273,S
1420_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Wheard Shbre,0,1420,1,E,108,S
1421_01,Mars,False,TRAPPIST-1e,37.0,False,328.0,6153.0,0.0,26.0,820.0,Whark Cres,0,1421,1,F,274,S
1421_02,Mars,False,55 Cancri e,17.0,False,891.0,0.0,243.0,0.0,5.0,Ars Cres,0,1421,2,F,274,S
1423_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Seginon Asoppor,1,1423,1,B,61,S
1423_02,Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Beneb Asoppor,1,1423,2,B,61,S
1423_03,Europa,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Sadra Rodwative,1,1423,3,B,61,S
1424_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Sageng,1,1424,1,B,47,P
1424_02,Europa,False,55 Cancri e,29.0,False,2988.0,2147.0,0.0,0.0,1779.0,Goros Sageng,0,1424,2,B,47,P
1424_03,Europa,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Elebola Sageng,1,1424,3,B,47,P
1424_04,Europa,False,55 Cancri e,28.0,False,0.0,4380.0,0.0,692.0,0.0,Proxima Sageng,1,1424,4,B,47,P
1424_05,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Weia Sageng,1,1424,5,B,47,P
1425_01,Earth,False,TRAPPIST-1e,24.0,False,711.0,0.0,0.0,59.0,57.0,Melvia Adavisons,0,1425,1,F,282,P
1425_02,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Adavisons,1,1425,2,G,220,P
1425_03,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Maryne Adavisons,1,1425,3,G,220,P
1426_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Duhrid Drelcate,1,1426,1,D,46,P
1427_01,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Jumars Pead,1,1427,1,F,275,S
1427_02,Mars,False,TRAPPIST-1e,67.0,False,443.0,0.0,1721.0,250.0,2.0,Hont Pead,0,1427,2,F,275,S
1428_01,Earth,False,TRAPPIST-1e,44.0,False,0.0,200.0,128.0,460.0,0.0,Artis Hanghanson,0,1428,1,E,109,S
1430_01,Earth,False,TRAPPIST-1e,14.0,False,360.0,0.0,2116.0,1.0,8.0,Lina Popez,0,1430,1,F,283,P
1431_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,0.0,965.0,Tonioe Ments,1,1431,1,G,221,P
1433_01,Earth,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Allene Noeley,0,1433,1,G,219,S
1434_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,258.0,331.0,133.0,0.0,Dandy Cartez,0,1434,1,G,222,P
1434_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hughan Cartez,1,1434,2,F,,S
1434_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Emilla Cartez,0,1434,3,G,222,P
1435_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,20.0,26.0,0.0,659.0,Gabrin Gilleranks,0,1435,1,G,223,P
1438_01,Earth,False,TRAPPIST-1e,24.0,False,181.0,224.0,0.0,195.0,191.0,Anae Sancasey,0,1438,1,E,89,P
1439_01,Mars,False,TRAPPIST-1e,41.0,False,112.0,186.0,228.0,760.0,0.0,Lios Lette,0,1439,1,F,279,S
1439_02,Mars,False,TRAPPIST-1e,30.0,False,806.0,100.0,9.0,0.0,47.0,Croo Lette,0,1439,2,D,52,S
1440_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,1826.0,39.0,11.0,649.0,Jerek Mcleaney,0,1440,1,F,280,S
1442_01,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Leenny Pughanders,1,1442,1,G,220,S
1443_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Anda Jimes,1,1443,1,G,225,P
1444_01,Europa,False,TRAPPIST-1e,30.0,False,50.0,1248.0,0.0,1.0,912.0,Luxion Coarswing,1,1444,1,C,55,S
1445_01,Earth,False,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,Walles Wellenez,1,1445,1,G,221,S
1447_01,Earth,False,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,755.0,Sadine Simson,0,1447,1,G,227,P
1450_01,Europa,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,Tabih Ailled,1,1450,1,D,53,S
1450_02,Europa,False,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,Cella Ailled,0,1450,2,D,53,S
1451_01,Europa,False,55 Cancri e,46.0,False,202.0,484.0,0.0,3208.0,2485.0,Zinor Proorbeng,0,1451,1,C,56,S
1451_02,Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Unukath Proorbeng,1,1451,2,C,56,S
1452_01,Europa,False,TRAPPIST-1e,21.0,False,5.0,251.0,10.0,26.0,3384.0,Arkar Distured,0,1452,1,C,53,P
1452_02,Europa,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Gorab Distured,1,1452,2,F,,S
1452_03,Europa,False,55 Cancri e,34.0,False,0.0,1646.0,0.0,51.0,1462.0,Alzird Distured,0,1452,3,C,53,P
1452_04,Europa,False,TRAPPIST-1e,33.0,False,0.0,774.0,0.0,6255.0,6.0,Hamak Distured,0,1452,4,C,53,P
1452_05,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gimph Distured,1,1452,5,C,53,P
1453_01,Earth,False,55 Cancri e,16.0,False,0.0,2838.0,32.0,5.0,3404.0,Kimena Thorney,0,1453,1,G,229,P
1453_02,Earth,False,TRAPPIST-1e,63.0,False,3.0,801.0,0.0,0.0,5.0,Annon Thorney,1,1453,2,G,229,P
1454_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,13561.0,15.0,4060.0,72.0,Canonon Righturter,0,1454,1,D,54,S
1455_01,Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Markton Wassird,1,1455,1,B,62,S
1455_02,Europa,False,TRAPPIST-1e,29.0,False,0.0,2509.0,0.0,16.0,698.0,Teronan Conaly,1,1455,2,B,62,S
1455_03,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Rotanin Wassird,1,1455,3,B,62,S
1455_04,Europa,False,TRAPPIST-1e,26.0,False,0.0,533.0,2119.0,10.0,504.0,Rasaleh Wassird,1,1455,4,B,62,S
1455_05,Europa,False,55 Cancri e,76.0,False,0.0,2732.0,422.0,16594.0,330.0,Antino Wassird,0,1455,5,B,62,S
1457_01,Earth,False,TRAPPIST-1e,61.0,False,0.0,368.0,3.0,4422.0,0.0,Bra Combson,0,1457,1,E,110,S
1458_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,2020.0,323.0,0.0,Arllia Mccarveymon,0,1458,1,G,223,S
1460_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,905.0,387.0,0.0,0.0,Bony Williotters,1,1460,1,F,285,P
1460_02,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Eduana Williotters,1,1460,2,G,230,P
1461_01,Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Naomin Gordond,0,1461,1,G,224,S
1462_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Timmie Webstes,1,1462,1,G,231,P
1463_01,Earth,False,PSO J318.5-22,23.0,False,200.0,414.0,73.0,1.0,1.0,,0,1463,1,F,282,S
1465_01,Earth,False,PSO J318.5-22,63.0,False,356.0,287.0,0.0,0.0,248.0,Byrona Alfordonard,0,1465,1,G,233,P
1467_01,Earth,False,TRAPPIST-1e,21.0,False,894.0,1.0,0.0,61.0,26.0,Russey Dillips,0,1467,1,E,111,S
1474_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Morms Melte,1,1474,1,F,287,P
1478_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,417.0,2372.0,,0,1478,1,F,289,P
1478_02,Earth,False,PSO J318.5-22,39.0,False,0.0,19.0,733.0,0.0,701.0,Toniel Sweene,0,1478,2,F,289,P
1479_01,Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Clues Erle,1,1479,1,F,290,P
1481_01,Mars,False,TRAPPIST-1e,27.0,False,555.0,0.0,744.0,0.0,0.0,Krus Prist,0,1481,1,E,91,P
1484_01,Earth,False,TRAPPIST-1e,16.0,False,92.0,1.0,884.0,0.0,0.0,Lan Roachoanand,0,1484,1,E,93,P
1485_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Hones Man,1,1485,1,F,291,P
1488_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Powhex Betie,1,1488,1,E,94,P
1489_01,Earth,False,TRAPPIST-1e,19.0,False,73.0,0.0,0.0,813.0,2.0,Katiey Gallencis,0,1489,1,G,229,S
1490_01,Europa,False,55 Cancri e,26.0,False,0.0,304.0,0.0,3998.0,0.0,Caphird Crioncery,0,1490,1,D,47,P
1491_01,Earth,False,55 Cancri e,32.0,False,0.0,0.0,0.0,817.0,8.0,Leneva Sosalinson,1,1491,1,G,240,P
1491_02,Earth,False,TRAPPIST-1e,56.0,False,0.0,51.0,0.0,2.0,706.0,Tanley Sosalinson,0,1491,2,F,292,P
1491_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,,1,1491,3,G,240,P
1493_01,Earth,False,TRAPPIST-1e,38.0,False,35.0,0.0,0.0,0.0,713.0,Eilace Hardley,0,1493,1,F,285,S
1498_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,495.0,0.0,0.0,153.0,Karay Talls,0,1498,1,F,295,P
1499_01,Earth,False,TRAPPIST-1e,21.0,False,5.0,0.0,0.0,2.0,1061.0,Teryla Keithunts,0,1499,1,F,287,S
1500_01,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Hollie Cooperkins,0,1500,1,G,230,S
1500_02,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gerly Cooperkins,0,1500,2,G,230,S
1500_03,Earth,False,55 Cancri e,17.0,False,0.0,55.0,913.0,0.0,55.0,Joandy Barbes,1,1500,3,G,230,S
1500_04,Earth,False,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Cooperkins,1,1500,4,G,230,S
1500_05,Earth,False,55 Cancri e,17.0,False,319.0,184.0,0.0,0.0,376.0,Irmark Barbes,0,1500,5,F,288,S
1500_06,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bobbyn Barbes,1,1500,6,G,230,S
1500_07,Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Everly Barbes,1,1500,7,G,230,S
1501_01,Earth,False,TRAPPIST-1e,63.0,False,0.0,216.0,0.0,594.0,0.0,Julin Fryan,0,1501,1,G,243,P
1503_01,Mars,False,TRAPPIST-1e,35.0,False,1890.0,0.0,497.0,1.0,0.0,Koops Haste,0,1503,1,D,48,P
1503_02,Mars,False,TRAPPIST-1e,61.0,False,1114.0,0.0,68.0,0.0,0.0,Wat Haste,0,1503,2,D,48,P
1506_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,24.0,615.0,9.0,0.0,Bara Vines,1,1506,1,F,298,P
1507_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,1217.0,2.0,0.0,,1,1507,1,F,289,S
1507_02,Earth,False,TRAPPIST-1e,14.0,False,1.0,1.0,683.0,419.0,0.0,Jerek Jeffey,0,1507,2,F,289,S
1507_03,Earth,False,TRAPPIST-1e,78.0,False,0.0,0.0,0.0,441.0,4.0,Anny Jeffey,0,1507,3,G,231,S
1507_04,Earth,False,TRAPPIST-1e,21.0,False,398.0,490.0,0.0,0.0,0.0,Kirky Jeffey,0,1507,4,F,289,S
1509_01,Mars,False,TRAPPIST-1e,32.0,False,1240.0,0.0,58.0,0.0,0.0,Sumpix Dal,0,1509,1,E,95,P
1510_01,Mars,False,TRAPPIST-1e,31.0,False,1226.0,0.0,1.0,0.0,0.0,Yakers Swin,0,1510,1,F,291,S
1511_01,Europa,False,TRAPPIST-1e,40.0,False,1006.0,0.0,0.0,284.0,329.0,Ancham Spandisket,1,1511,1,B,63,S
1511_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Diram Whealeed,1,1511,2,B,63,S
1511_03,Europa,False,TRAPPIST-1e,36.0,False,0.0,2345.0,0.0,1966.0,27.0,Maham Spandisket,0,1511,3,B,63,S
1511_04,Europa,False,55 Cancri e,31.0,False,65.0,2121.0,0.0,6431.0,1.0,Winon Whealeed,0,1511,4,B,63,S
1515_01,Earth,False,TRAPPIST-1e,18.0,False,765.0,0.0,13.0,0.0,0.0,Herina Oconley,0,1515,1,F,293,S
1520_01,Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Klindsey,1,1520,1,G,235,S
1521_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Repart Flité,1,1521,1,F,295,S
1523_01,Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Izares Waring,1,1523,1,B,64,S
1523_02,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Baton Waring,1,1523,2,B,64,S
1524_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Therie Shawforden,1,1524,1,G,236,S
1525_01,Mars,False,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,Sceros Gin,1,1525,1,F,299,P
1526_01,Earth,False,55 Cancri e,23.0,False,4.0,0.0,2.0,254.0,521.0,Karia Sotond,0,1526,1,F,300,P
1527_01,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Dirius Boderbint,1,1527,1,D,49,P
1527_02,Europa,False,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Anchird Boderbint,1,1527,2,D,49,P
1528_01,Mars,False,55 Cancri e,18.0,False,3992.0,673.0,1360.0,2.0,0.0,Eang Madan,1,1528,1,D,50,P
1529_01,Europa,False,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,Almino Slable,1,1529,1,A,16,S
1529_02,Europa,False,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Krab Slable,1,1529,2,A,16,S
1531_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,533.0,277.0,0.0,Kimena Puckley,0,1531,1,G,237,S
1532_01,Europa,False,TRAPPIST-1e,27.0,False,0.0,31.0,0.0,1.0,11378.0,Alcorux Bealvewd,0,1532,1,B,65,S
1533_01,Earth,False,TRAPPIST-1e,53.0,False,1015.0,0.0,0.0,0.0,1.0,Tricky Potters,0,1533,1,G,244,P
1536_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Croo Nuthe,1,1536,1,F,297,S
1539_01,Europa,False,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,Alyadum Barmant,1,1539,1,A,17,S
1540_01,Europa,False,TRAPPIST-1e,32.0,False,1.0,470.0,0.0,1440.0,2114.0,Shamak Clumshangs,0,1540,1,C,55,P
1540_02,Europa,False,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,Duhratz Clumshangs,1,1540,2,C,55,P
1540_03,Europa,False,TRAPPIST-1e,26.0,False,0.0,170.0,0.0,3718.0,0.0,Bahoton Clumshangs,0,1540,3,C,55,P
1541_01,Earth,False,TRAPPIST-1e,47.0,False,12.0,7.0,0.0,720.0,0.0,Carma Woody,1,1541,1,F,298,S
1542_01,Mars,False,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,Tot Seche,0,1542,1,F,299,S
1543_01,Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Izarkab Clidly,1,1543,1,C,56,P
1544_01,Earth,False,TRAPPIST-1e,21.0,False,9.0,0.0,0.0,0.0,800.0,Rosiey Ayalazquez,0,1544,1,G,245,P
1545_01,Mars,False,TRAPPIST-1e,20.0,False,206.0,0.0,629.0,67.0,523.0,Hocks Fiha,1,1545,1,F,,S
1547_01,Earth,False,TRAPPIST-1e,21.0,False,163.0,0.0,661.0,32.0,0.0,Aarone Hoppers,0,1547,1,F,301,S
1548_01,Europa,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,Okulk Unicting,1,1548,1,B,50,P
1548_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Sarid Stivelte,1,1548,2,B,50,P
1550_01,Europa,False,TRAPPIST-1e,26.0,False,1.0,230.0,0.0,42.0,4030.0,Marin Supiensive,0,1550,1,C,58,S
1550_02,Europa,False,55 Cancri e,53.0,True,5022.0,2376.0,0.0,0.0,235.0,Coxaton Supiensive,0,1550,2,F,,S
1551_01,Europa,False,TRAPPIST-1e,30.0,False,0.0,1376.0,43.0,0.0,1460.0,Skyrmak Clidly,1,1551,1,E,96,P
1552_01,Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Millie Batestonley,0,1552,1,G,240,S
1555_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,1389.0,0.0,2987.0,0.0,Alcorix Spistory,0,1555,1,A,18,S
1558_01,Earth,False,TRAPPIST-1e,62.0,False,877.0,15.0,0.0,0.0,1.0,Benja Mcdowns,0,1558,1,G,247,P
1560_01,Earth,False,TRAPPIST-1e,38.0,False,0.0,1.0,45.0,0.0,837.0,Chary Guezaley,0,1560,1,G,242,S
1561_01,Earth,False,55 Cancri e,24.0,False,1030.0,0.0,0.0,0.0,1122.0,Kyley Briggins,0,1561,1,F,305,P
1562_01,Earth,False,TRAPPIST-1e,18.0,False,341.0,0.0,332.0,102.0,0.0,Shelle Simmonders,0,1562,1,F,306,P
1564_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Weers Merie,0,1564,1,F,303,S
1565_01,Earth,False,PSO J318.5-22,16.0,False,0.0,1519.0,0.0,0.0,766.0,Gordo Fitzgerson,0,1565,1,F,304,S
1567_01,Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Tark Replic,1,1567,1,B,53,P
1568_01,Earth,False,TRAPPIST-1e,22.0,False,1018.0,100.0,0.0,9.0,0.0,Idace Burchrison,0,1568,1,F,,S
1568_02,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Samany Burchrison,1,1568,2,G,248,P
1569_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Tors Hac,1,1569,1,F,308,P
1572_01,Earth,False,TRAPPIST-1e,26.0,False,758.0,17.0,11.0,0.0,0.0,Karie Shephendry,0,1572,1,G,249,P
1572_02,Earth,False,TRAPPIST-1e,25.0,False,4.0,0.0,146.0,723.0,0.0,Lynnie Pager,0,1572,2,F,309,P
1573_01,Mars,False,TRAPPIST-1e,55.0,False,938.0,0.0,82.0,0.0,162.0,Lychex Butte,0,1573,1,D,56,S
1576_01,Mars,False,TRAPPIST-1e,28.0,False,641.0,0.0,372.0,0.0,16.0,Oahars Hapie,0,1576,1,E,97,P
1577_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,169.0,0.0,0.0,0.0,Keitha Grahangory,1,1577,1,F,310,P
1578_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,24.0,0.0,176.0,783.0,Everly Garrincent,0,1578,1,E,98,P
1579_01,Earth,False,55 Cancri e,26.0,False,333.0,1819.0,0.0,1.0,0.0,Rankie Pughanders,1,1579,1,F,311,P
1580_01,Earth,False,TRAPPIST-1e,13.0,False,0.0,0.0,8.0,0.0,714.0,Enrie Hinesh,0,1580,1,G,246,S
1580_02,Earth,False,TRAPPIST-1e,18.0,False,428.0,0.0,36.0,0.0,424.0,Janita Hinesh,0,1580,2,G,246,S
1581_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cor Che,1,1581,1,F,312,P
1581_02,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Prabon Che,1,1581,2,F,,S
1584_01,Earth,False,TRAPPIST-1e,57.0,False,433.0,0.0,0.0,371.0,0.0,Paulia Thony,0,1584,1,F,314,P
1584_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ronne Thony,0,1584,2,G,251,P
1585_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Salley Crosarios,1,1585,1,G,252,P
1588_01,Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Errima Fullous,1,1588,1,E,99,P
1588_02,Europa,False,55 Cancri e,35.0,False,0.0,17394.0,0.0,724.0,0.0,Hyaduma Fullous,1,1588,2,E,99,P
1590_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,1336.0,2.0,12.0,7.0,Neutrin Crakenecal,1,1590,1,D,57,S
1590_02,Europa,False,55 Cancri e,33.0,False,0.0,26.0,1.0,33.0,2439.0,Ankark Crakenecal,0,1590,2,D,57,S
1592_01,Europa,False,TRAPPIST-1e,35.0,False,305.0,3621.0,0.0,320.0,341.0,Ankabih Idivent,1,1592,1,C,60,S
1592_02,Europa,False,55 Cancri e,47.0,False,16.0,2127.0,1487.0,0.0,196.0,Arid Idivent,1,1592,2,C,60,S
1593_01,Earth,False,TRAPPIST-1e,23.0,False,5.0,51.0,0.0,732.0,0.0,Gwendy Savaraldez,0,1593,1,E,114,S
1594_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,3.0,0.0,2.0,923.0,Lis Delazarson,1,1594,1,G,253,P
1595_01,Europa,False,55 Cancri e,27.0,False,0.0,4342.0,0.0,0.0,36.0,Pharmus Reming,1,1595,1,C,57,P
1596_01,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Replipent,1,1596,1,B,54,P
